sent,label
after two or three song they give a long add which is really anonning .when i use the first there will have add but add remain after the 30 min,-1
"this app is good. but for some reason, the shuffle is always on... but when the pc version comes into use, it's always off. is the songs policy always behind a paywall or you guys just want to get money by premium... this isn't why ""free"" streaming apps are for... the shuffle isn't helping you by you're problems.... it's just making the listener's mood and their problems unsolvable...",-1
i've had the same spotify premium for 6 years and let me tell you. wayyyyyy better than apple music or amazon whatever it's called. 10/10 recommend. keep up the good work spotify. i love you â£ï¸,1
the only problem is when you dont have premium it gives you like 6 ads at a time,-1
"great , affordable music app!",1
"podcasts turn off by themselves, sound plays without app controls",-1
"was a good app but then all my playlists started coming up with: we added... which is really annoying, because u can't get rid of them. it also only let me play 5 secs of what i wanted 2 play, so after the last update it is bad",-1
"any music i want, anytime. i love it!",1
i love the stranger things effect. five stars if you can let let vecna pop anytime!,1
worst app not songs only adds wast of data,-1
"scale of 1 to 10, i'll go with 10 an easy way to get your old but goodies song! â¤â¤â¤",1
way too many ads. jst to for for premium.. are u guys serious i mean i cud download music files form somewhere else.. and if i want latest music i cn check on u tube seriously u guys are getting worse and worse jst belive me after some month or mayb a year this app is going down,-1
"i have been using spotify for over 2 years and after this update, i'm no longer able to play any music. all my playlists are empty and i'll open up artist playlists and they say empty as well. says to check my internet and i'm connected, all my other apps are working, just not this one.",-1
i absolutely love this app. the free version is amazing and premium is even better. i get to listen on the way to work and simply whenever i want. there's music for everyone. as a lesson whose tastes varie from day to day and are simply all over the place i'm very satisfied. they also have people who are willing to help if there are any issues. 10 our of 10 in my opinion.,1
too many ads. it's annoying.,-1
